time,u,v,r,p,x,y,psi,phi,X_W,Y_W,N_W,K_W,δ,nps,x_bow,y_bow,x_stern,y_stern
0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9135514665226504,0.0,0.0,0.0,0.6108652381980153,13.2,1.5285,0.0,-1.5285,0.0
0.25041736227045075,1.4779006157874177,-0.013367836506354609,0.018231809241806687,0.10821090247833168,0.3728371387766639,-0.0013637118509926005,0.0023596994196103133,0.015149270659081148,-0.9135537979209464,-2.117853039231219e-05,-3.583653845659911e-05,-1.6942824313849751e-06,0.6108652381980153,13.2,1.9013328832960412,0.002243085364662757,-1.1556586057427132,-0.004970509066647958
0.5008347245409015,1.4567308544258166,-0.02718621873336418,0.033125515965327056,0.13312714815712248,0.7402858900988005,-0.004492570684164376,0.008851154288679566,0.0471705211609469,-0.9135830319764453,-0.0002936898008316018,-0.000495820560220832,-2.3495184066528144e-05,0.6108652381980153,13.2,2.268726016903723,0.009036241996658572,-0.7881542367061218,-0.018021383364987324
0.7512520868113522,1.4361415483730313,-0.041212912991559714,0.045686735981651,0.0803218375054284,1.102574046212275,-0.008152541314627098,0.018754784750986273,0.07527364179850692,-0.913684716814966,-0.0012892362618986094,-0.002168647390878954,-0.00010313890095188875,0.6108652381980153,13.2,2.6308052353056586,0.02051246666065436,-0.42565714288110845,-0.03681754928990856
1.001669449081803,1.4158318087652604,-0.05534489733011537,0.0571533923605526,-0.021550344548067438,1.459854781600216,-0.011330163945718022,0.03164362189769919,0.08334368338208242,-0.9138994107044781,-0.003561334796878199,-0.005960649296110368,-0.0002849067837502559,0.6108652381980153,13.2,2.9875895875555782,0.037029040685169434,-0.06788002435514606,-0.05968936857660548
1.2520868113522536,1.395519977653545,-0.06952449780152711,0.0685533490266056,-0.13296558724020574,1.812207202426472,-0.013138463794773701,0.04737411654135275,0.0636654949072998,-0.9142454772533168,-0.0076846077168654615,-0.012777430289522971,-0.000614768617349237,0.6108652381980153,13.2,3.3389923116287683,0.05924579083378934,0.2854220932241758,-0.08552271842333675
1.5025041736227045,1.374962227057693,-0.08369447000504615,0.08053218638211362,-0.21528631611926824,2.1596336593429943,-0.012728256482612079,0.06602462063974596,0.01915985772030252,-0.9147017696319462,-0.01424093705185502,-0.023476966544220393,-0.0011392749641484018,0.6108652381980153,13.2,3.6848033122068333,0.08811707054445564,0.6344640064791551,-0.1135735835096798
1.7529215358931554,1.3539667400204378,-0.09779694375729316,0.09342868379684972,-0.24430582322067967,2.502067555083005,-0.009237236987971598,0.08778464412130554,-0.039656324843173864,-0.9151771480489983,-0.023761174453497427,-0.03873520383694976,-0.0019008939562797941,0.6108652381980153,13.2,4.024681915815648,0.12476932438394328,0.9794531943503622,-0.1432437983598865
2.003338898163606,1.3323847486865656,-0.11178694004075304,0.10728142377121362,-0.21759936873090951,2.839374405134258,-0.0017613732187573977,0.11289219420953717,-0.09862405574654265,-0.9154619051723721,-0.03659961836218828,-0.058781999554197696,-0.0029279694689750627,0.6108652381980153,13.2,4.3581446483869755,0.1704280521536501,1.32060416188154,-0.17395079859116486
2.2537562604340566,1.3100727573711273,-0.1255718488402366,0.12174326111653344,-0.15042742915584165,3.1713496953397655,0.010620596707930481,0.14156799461976885,-0.14520730403997661,-0.9151581111003287,-0.05270999490713846,-0.0829551813042337,-0.004216799592571077,0.6108652381980153,13.2,4.684558544920966,0.2262852149213479,1.658140845758565,-0.20504402150548695
2.5041736227045073,1.2869253915187016,-0.13890421072350054,0.1359540139417796,-0.07052509364988503,3.497704764398307,0.02886422727818167,0.1738491720298497,-0.1729031431183541,-0.9136017218484478,-0.07126499015859895,-0.1090032318935016,-0.0057011992126879164,0.6108652381980153,13.2,5.003164545604435,0.2932561658292578,1.9922449831921787,-0.23552771127289446
2.7545909849749584,1.262905414083969,-0.15135291584700972,0.1486531487598877,-0.005700955967543258,3.818065918590517,0.053889972203405044,0.2095323331580177,-0.18179739219005042,-0.9100872561895584,-0.09075074682835231,-0.13355756859524287,-0.007260059746268185,0.6108652381980153,13.2,5.313135021395622,0.3718217696655938,2.3229968157854115,-0.2640418252587838
3.005008347245409,1.238099238230589,-0.1624950170792958,0.15889736373024307,0.026041492410308967,4.131987113422625,0.08653365068079157,0.2480976663933236,-0.17845890329704822,-0.9050711048480872,-0.11064651130576147,-0.15646223405904477,-0.008851720904460918,0.6108652381980153,13.2,5.613686450507968,0.46187259680929255,2.650287776337281,-0.28880529544770944
3.2554257095158596,1.2126759095131445,-0.17209926479796708,0.16645144692641484,0.02124034990032478,4.438982771321479,0.12744490569802125,0.28888774671988376,-0.17183001575932913,-0.899850961643998,-0.1310087347729441,-0.1796711788857569,-0.010480698781835529,0.6108652381980153,13.2,5.904143770374466,0.5628935213279875,2.9738217722684923,-0.30800370993194504
3.5058430717863107,1.1868238656783152,-0.1801934931487572,0.17184756534225268,-0.009252225034268813,4.738564852499868,0.17703118252518174,0.33128085782142397,-0.16998726569344355,-0.8962043881109971,-0.15216043764130086,-0.20624668968519297,-0.012172835011304069,0.6108652381980153,13.2,6.183954980001134,0.6741826979828668,3.293174724998602,-0.3201203329325033
